numX,Rsq,N,Lambda,Alpha,Type,Power
10,0.02,50,0.15,0.1,MLR,0.486
10,0.02,100,0.15,0.1,MLR,0.357678839
10,0.02,150,0.15,0.1,MLR,0.3485
10,0.02,250,0.15,0.1,MLR,0.4135
10,0.02,500,0.15,0.1,MLR,0.629944917
10,0.02,1000,0.15,0.1,MLR,0.887218045
10,0.07,50,0.15,0.1,MLR,0.614307154
10,0.07,100,0.15,0.1,MLR,0.6395
10,0.07,150,0.15,0.1,MLR,0.742
10,0.07,250,0.15,0.1,MLR,0.9
10,0.07,500,0.15,0.1,MLR,0.993490235
10,0.07,1000,0.15,0.1,MLR,1
10,0.13,50,0.15,0.1,MLR,0.777388694
10,0.13,100,0.15,0.1,MLR,0.8535
10,0.13,150,0.15,0.1,MLR,0.945
10,0.13,250,0.15,0.1,MLR,0.994
10,0.13,500,0.15,0.1,MLR,1
10,0.13,1000,0.15,0.1,MLR,1
10,0.26,50,0.15,0.1,MLR,0.9395
10,0.26,100,0.15,0.1,MLR,0.992
10,0.26,150,0.15,0.1,MLR,0.999
10,0.26,250,0.15,0.1,MLR,1
10,0.26,500,0.15,0.1,MLR,1
10,0.26,1000,0.15,0.1,MLR,1
10,0.02,50,0.25,0.1,MLR,0.533266633
10,0.02,100,0.25,0.1,MLR,0.3915
10,0.02,150,0.25,0.1,MLR,0.3785
10,0.02,250,0.25,0.1,MLR,0.4435
10,0.02,500,0.25,0.1,MLR,0.659989985
10,0.02,1000,0.25,0.1,MLR,0.909273183
10,0.07,50,0.25,0.1,MLR,0.664832416
10,0.07,100,0.25,0.1,MLR,0.68134067
10,0.07,150,0.25,0.1,MLR,0.7805
10,0.07,250,0.25,0.1,MLR,0.9185
10,0.07,500,0.25,0.1,MLR,0.997496244
10,0.07,1000,0.25,0.1,MLR,1
10,0.13,50,0.25,0.1,MLR,0.812406203
10,0.13,100,0.25,0.1,MLR,0.885442721
10,0.13,150,0.25,0.1,MLR,0.959
10,0.13,250,0.25,0.1,MLR,0.9955
10,0.13,500,0.25,0.1,MLR,1
10,0.13,1000,0.25,0.1,MLR,1
10,0.26,50,0.25,0.1,MLR,0.96
10,0.26,100,0.25,0.1,MLR,0.9925
10,0.26,150,0.25,0.1,MLR,0.9995
10,0.26,250,0.25,0.1,MLR,1
10,0.26,500,0.25,0.1,MLR,1
10,0.26,1000,0.25,0.1,MLR,1
10,0.02,50,0.15,0.1,ML,0.3605
10,0.02,100,0.15,0.1,ML,0.294147074
10,0.02,150,0.15,0.1,ML,0.298
10,0.02,250,0.15,0.1,ML,0.359
10,0.02,500,0.15,0.1,ML,0.593890836
10,0.02,1000,0.15,0.1,ML,0.877694236
10,0.07,50,0.15,0.1,ML,0.498749375
10,0.07,100,0.15,0.1,ML,0.566
10,0.07,150,0.15,0.1,ML,0.687
10,0.07,250,0.15,0.1,ML,0.863
10,0.07,500,0.15,0.1,ML,0.990485729
10,0.07,1000,0.15,0.1,ML,1
10,0.13,50,0.15,0.1,ML,0.666833417
10,0.13,100,0.15,0.1,ML,0.8085
10,0.13,150,0.15,0.1,ML,0.922
10,0.13,250,0.15,0.1,ML,0.99
10,0.13,500,0.15,0.1,ML,1
10,0.13,1000,0.15,0.1,ML,1
10,0.26,50,0.15,0.1,ML,0.887
10,0.26,100,0.15,0.1,ML,0.989
10,0.26,150,0.15,0.1,ML,0.999
10,0.26,250,0.15,0.1,ML,1
10,0.26,500,0.15,0.1,ML,1
10,0.26,1000,0.15,0.1,ML,1
10,0.02,50,0.25,0.1,ML,0.36168084
10,0.02,100,0.25,0.1,ML,0.3075
10,0.02,150,0.25,0.1,ML,0.3115
10,0.02,250,0.25,0.1,ML,0.379
10,0.02,500,0.25,0.1,ML,0.623935904
10,0.02,1000,0.25,0.1,ML,0.897243108
10,0.07,50,0.25,0.1,ML,0.504752376
10,0.07,100,0.25,0.1,ML,0.593796898
10,0.07,150,0.25,0.1,ML,0.7195
10,0.07,250,0.25,0.1,ML,0.8875
10,0.07,500,0.25,0.1,ML,0.99549324
10,0.07,1000,0.25,0.1,ML,1
10,0.13,50,0.25,0.1,ML,0.682341171
10,0.13,100,0.25,0.1,ML,0.830915458
10,0.13,150,0.25,0.1,ML,0.9385
10,0.13,250,0.25,0.1,ML,0.994
10,0.13,500,0.25,0.1,ML,1
10,0.13,1000,0.25,0.1,ML,1
10,0.26,50,0.25,0.1,ML,0.9035
10,0.26,100,0.25,0.1,ML,0.995
10,0.26,150,0.25,0.1,ML,0.999
10,0.26,250,0.25,0.1,ML,1
10,0.26,500,0.25,0.1,ML,1
10,0.26,1000,0.25,0.1,ML,1
10,0.02,50,0.15,0.1,BayesYJ,0.117
10,0.02,100,0.15,0.1,BayesYJ,0.197098549
10,0.02,150,0.15,0.1,BayesYJ,0.247
10,0.02,250,0.15,0.1,BayesYJ,0.3785
10,0.02,500,0.15,0.1,BayesYJ,0.669003505
10,0.02,1000,0.15,0.1,BayesYJ,0.941353383
10,0.07,50,0.15,0.1,BayesYJ,0.227613807
10,0.07,100,0.15,0.1,BayesYJ,0.4985
10,0.07,150,0.15,0.1,BayesYJ,0.712
10,0.07,250,0.15,0.1,BayesYJ,0.9135
10,0.07,500,0.15,0.1,BayesYJ,0.998998498
10,0.07,1000,0.15,0.1,BayesYJ,1
10,0.13,50,0.15,0.1,BayesYJ,0.420210105
10,0.13,100,0.15,0.1,BayesYJ,0.7815
10,0.13,150,0.15,0.1,BayesYJ,0.9475
10,0.13,250,0.15,0.1,BayesYJ,0.996
10,0.13,500,0.15,0.1,BayesYJ,1
10,0.13,1000,0.15,0.1,BayesYJ,1
10,0.26,50,0.15,0.1,BayesYJ,0.7735
10,0.26,100,0.15,0.1,BayesYJ,0.9915
10,0.26,150,0.15,0.1,BayesYJ,1
10,0.26,250,0.15,0.1,BayesYJ,1
10,0.26,500,0.15,0.1,BayesYJ,1
10,0.26,1000,0.15,0.1,BayesYJ,1
10,0.02,50,0.25,0.1,BayesYJ,0.12056028
10,0.02,100,0.25,0.1,BayesYJ,0.198
10,0.02,150,0.25,0.1,BayesYJ,0.248
10,0.02,250,0.25,0.1,BayesYJ,0.378
10,0.02,500,0.25,0.1,BayesYJ,0.669003505
10,0.02,1000,0.25,0.1,BayesYJ,0.941854637
10,0.07,50,0.25,0.1,BayesYJ,0.230115058
10,0.07,100,0.25,0.1,BayesYJ,0.500250125
10,0.07,150,0.25,0.1,BayesYJ,0.714
10,0.07,250,0.25,0.1,BayesYJ,0.9135
10,0.07,500,0.25,0.1,BayesYJ,0.998998498
10,0.07,1000,0.25,0.1,BayesYJ,1
10,0.13,50,0.25,0.1,BayesYJ,0.426213107
10,0.13,100,0.25,0.1,BayesYJ,0.782891446
10,0.13,150,0.25,0.1,BayesYJ,0.9475
10,0.13,250,0.25,0.1,BayesYJ,0.996
10,0.13,500,0.25,0.1,BayesYJ,1
10,0.13,1000,0.25,0.1,BayesYJ,1
10,0.26,50,0.25,0.1,BayesYJ,0.7765
10,0.26,100,0.25,0.1,BayesYJ,0.9915
10,0.26,150,0.25,0.1,BayesYJ,1
10,0.26,250,0.25,0.1,BayesYJ,1
10,0.26,500,0.25,0.1,BayesYJ,1
10,0.26,1000,0.25,0.1,BayesYJ,1
10,0.02,50,0.15,0.1,Bayes,0.1345
10,0.02,100,0.15,0.1,Bayes,0.179306881
10,0.02,150,0.15,0.1,Bayes,0.223115578
10,0.02,250,0.15,0.1,Bayes,0.302770781
10,0.02,500,0.15,0.1,Bayes,0.571140262
10,0.02,1000,0.15,0.1,Bayes,0.868753155
10,0.07,50,0.15,0.1,Bayes,0.239
10,0.07,100,0.15,0.1,Bayes,0.431943747
10,0.07,150,0.15,0.1,Bayes,0.606532663
10,0.07,250,0.15,0.1,Bayes,0.822166247
10,0.07,500,0.15,0.1,Bayes,0.98839556
10,0.07,1000,0.15,0.1,Bayes,1
10,0.13,50,0.15,0.1,Bayes,0.3795
10,0.13,100,0.15,0.1,Bayes,0.686589653
10,0.13,150,0.15,0.1,Bayes,0.88241206
10,0.13,250,0.15,0.1,Bayes,0.986901763
10,0.13,500,0.15,0.1,Bayes,1
10,0.13,1000,0.15,0.1,Bayes,1
10,0.26,50,0.15,0.1,Bayes,0.718
10,0.26,100,0.15,0.1,Bayes,0.97187343
10,0.26,150,0.15,0.1,Bayes,0.998994975
10,0.26,250,0.15,0.1,Bayes,1
10,0.26,500,0.15,0.1,Bayes,1
10,0.26,1000,0.15,0.1,Bayes,1
10,0.02,50,0.25,0.1,Bayes,0.1375
10,0.02,100,0.25,0.1,Bayes,0.191863385
10,0.02,150,0.25,0.1,Bayes,0.232160804
10,0.02,250,0.25,0.1,Bayes,0.321914358
10,0.02,500,0.25,0.1,Bayes,0.605449041
10,0.02,1000,0.25,0.1,Bayes,0.890459364
10,0.07,50,0.25,0.1,Bayes,0.242
10,0.07,100,0.25,0.1,Bayes,0.451531894
10,0.07,150,0.25,0.1,Bayes,0.633668342
10,0.07,250,0.25,0.1,Bayes,0.858438287
10,0.07,500,0.25,0.1,Bayes,0.994954591
10,0.07,1000,0.25,0.1,Bayes,1
10,0.13,50,0.25,0.1,Bayes,0.4015
10,0.13,100,0.25,0.1,Bayes,0.720743345
10,0.13,150,0.25,0.1,Bayes,0.910552764
10,0.13,250,0.25,0.1,Bayes,0.991939547
10,0.13,500,0.25,0.1,Bayes,1
10,0.13,1000,0.25,0.1,Bayes,1
10,0.26,50,0.25,0.1,Bayes,0.747
10,0.26,100,0.25,0.1,Bayes,0.981416374
10,0.26,150,0.25,0.1,Bayes,0.999497487
10,0.26,250,0.25,0.1,Bayes,1
10,0.26,500,0.25,0.1,Bayes,1
10,0.26,1000,0.25,0.1,Bayes,1
10,0.02,50,0.15,0.05,Theory,0.082706521
10,0.02,100,0.15,0.05,Theory,0.122493364
10,0.02,150,0.15,0.05,Theory,0.168367299
10,0.02,250,0.15,0.05,Theory,0.273347681
10,0.02,500,0.15,0.05,Theory,0.552888877
10,0.02,1000,0.15,0.05,Theory,0.897855151
10,0.07,50,0.15,0.05,Theory,0.20283921
10,0.07,100,0.15,0.05,Theory,0.40851401
10,0.07,150,0.15,0.05,Theory,0.6066018
10,0.07,250,0.15,0.05,Theory,0.866665614
10,0.07,500,0.15,0.05,Theory,0.996894515
10,0.07,1000,0.15,0.05,Theory,0.999999852
10,0.13,50,0.15,0.05,Theory,0.405402625
10,0.13,100,0.15,0.05,Theory,0.757849467
10,0.13,150,0.15,0.05,Theory,0.928164564
10,0.13,250,0.15,0.05,Theory,0.996690743
10,0.13,500,0.15,0.05,Theory,0.999999826
10,0.13,1000,0.15,0.05,Theory,1
10,0.26,50,0.15,0.05,Theory,0.837005469
10,0.26,100,0.15,0.05,Theory,0.994541495
10,0.26,150,0.15,0.05,Theory,0.999923225
10,0.26,250,0.15,0.05,Theory,0.999999997
10,0.26,500,0.15,0.05,Theory,1
10,0.26,1000,0.15,0.05,Theory,1
10,0.02,50,0.25,0.05,Theory,0.082706521
10,0.02,100,0.25,0.05,Theory,0.122493364
10,0.02,150,0.25,0.05,Theory,0.168367299
10,0.02,250,0.25,0.05,Theory,0.273347681
10,0.02,500,0.25,0.05,Theory,0.552888877
10,0.02,1000,0.25,0.05,Theory,0.897855151
10,0.07,50,0.25,0.05,Theory,0.20283921
10,0.07,100,0.25,0.05,Theory,0.40851401
10,0.07,150,0.25,0.05,Theory,0.6066018
10,0.07,250,0.25,0.05,Theory,0.866665614
10,0.07,500,0.25,0.05,Theory,0.996894515
10,0.07,1000,0.25,0.05,Theory,0.999999852
10,0.13,50,0.25,0.05,Theory,0.405402625
10,0.13,100,0.25,0.05,Theory,0.757849467
10,0.13,150,0.25,0.05,Theory,0.928164564
10,0.13,250,0.25,0.05,Theory,0.996690743
10,0.13,500,0.25,0.05,Theory,0.999999826
10,0.13,1000,0.25,0.05,Theory,1
10,0.26,50,0.25,0.05,Theory,0.837005469
10,0.26,100,0.25,0.05,Theory,0.994541495
10,0.26,150,0.25,0.05,Theory,0.999923225
10,0.26,250,0.25,0.05,Theory,0.999999997
10,0.26,500,0.25,0.05,Theory,1
10,0.26,1000,0.25,0.05,Theory,1
10,0.02,50,0.15,0.05,MLR,0.3915
10,0.02,100,0.15,0.05,MLR,0.254127064
10,0.02,150,0.15,0.05,MLR,0.227
10,0.02,250,0.15,0.05,MLR,0.2825
10,0.02,500,0.15,0.05,MLR,0.486730095
10,0.02,1000,0.15,0.05,MLR,0.816541353
10,0.07,50,0.15,0.05,MLR,0.512256128
10,0.07,100,0.15,0.05,MLR,0.523
10,0.07,150,0.15,0.05,MLR,0.629
10,0.07,250,0.15,0.05,MLR,0.8295
10,0.07,500,0.15,0.05,MLR,0.985478217
10,0.07,1000,0.15,0.05,MLR,1
10,0.13,50,0.15,0.05,MLR,0.68084042
10,0.13,100,0.15,0.05,MLR,0.769
10,0.13,150,0.15,0.05,MLR,0.901
10,0.13,250,0.15,0.05,MLR,0.9825
10,0.13,500,0.15,0.05,MLR,1
10,0.13,1000,0.15,0.05,MLR,1
10,0.26,50,0.15,0.05,MLR,0.895
10,0.26,100,0.15,0.05,MLR,0.9835
10,0.26,150,0.15,0.05,MLR,0.9985
10,0.26,250,0.15,0.05,MLR,1
10,0.26,500,0.15,0.05,MLR,1
10,0.26,1000,0.15,0.05,MLR,1
10,0.02,50,0.25,0.05,MLR,0.430715358
10,0.02,100,0.25,0.05,MLR,0.2875
10,0.02,150,0.25,0.05,MLR,0.2615
10,0.02,250,0.25,0.05,MLR,0.313
10,0.02,500,0.25,0.05,MLR,0.528292439
10,0.02,1000,0.25,0.05,MLR,0.84962406
10,0.07,50,0.25,0.05,MLR,0.55927964
10,0.07,100,0.25,0.05,MLR,0.571285643
10,0.07,150,0.25,0.05,MLR,0.677
10,0.07,250,0.25,0.05,MLR,0.855
10,0.07,500,0.25,0.05,MLR,0.989484226
10,0.07,1000,0.25,0.05,MLR,1
10,0.13,50,0.25,0.05,MLR,0.737368684
10,0.13,100,0.25,0.05,MLR,0.809404702
10,0.13,150,0.25,0.05,MLR,0.923
10,0.13,250,0.25,0.05,MLR,0.9895
10,0.13,500,0.25,0.05,MLR,1
10,0.13,1000,0.25,0.05,MLR,1
10,0.26,50,0.25,0.05,MLR,0.929
10,0.26,100,0.25,0.05,MLR,0.99
10,0.26,150,0.25,0.05,MLR,0.999
10,0.26,250,0.25,0.05,MLR,1
10,0.26,500,0.25,0.05,MLR,1
10,0.26,1000,0.25,0.05,MLR,1
10,0.02,50,0.15,0.05,ML,0.258
10,0.02,100,0.15,0.05,ML,0.191595798
10,0.02,150,0.15,0.05,ML,0.2015
10,0.02,250,0.15,0.05,ML,0.2435
10,0.02,500,0.15,0.05,ML,0.473209815
10,0.02,1000,0.15,0.05,ML,0.792982456
10,0.07,50,0.15,0.05,ML,0.382691346
10,0.07,100,0.15,0.05,ML,0.454
10,0.07,150,0.15,0.05,ML,0.573
10,0.07,250,0.15,0.05,ML,0.7735
10,0.07,500,0.15,0.05,ML,0.979469204
10,0.07,1000,0.15,0.05,ML,1
10,0.13,50,0.15,0.05,ML,0.55877939
10,0.13,100,0.15,0.05,ML,0.707
10,0.13,150,0.15,0.05,ML,0.869
10,0.13,250,0.15,0.05,ML,0.979
10,0.13,500,0.15,0.05,ML,1
10,0.13,1000,0.15,0.05,ML,1
10,0.26,50,0.15,0.05,ML,0.839
10,0.26,100,0.15,0.05,ML,0.9755
10,0.26,150,0.15,0.05,ML,0.9975
10,0.26,250,0.15,0.05,ML,1
10,0.26,500,0.15,0.05,ML,1
10,0.26,1000,0.15,0.05,ML,1
10,0.02,50,0.25,0.05,ML,0.263631816
10,0.02,100,0.25,0.05,ML,0.2015
10,0.02,150,0.25,0.05,ML,0.2095
10,0.02,250,0.25,0.05,ML,0.2565
10,0.02,500,0.25,0.05,ML,0.498748122
10,0.02,1000,0.25,0.05,ML,0.834586466
10,0.07,50,0.25,0.05,ML,0.395697849
10,0.07,100,0.25,0.05,ML,0.473236618
10,0.07,150,0.25,0.05,ML,0.612
10,0.07,250,0.25,0.05,ML,0.8085
10,0.07,500,0.25,0.05,ML,0.988482724
10,0.07,1000,0.25,0.05,ML,1
10,0.13,50,0.25,0.05,ML,0.581790895
10,0.13,100,0.25,0.05,ML,0.739869935
10,0.13,150,0.25,0.05,ML,0.8925
10,0.13,250,0.25,0.05,ML,0.988
10,0.13,500,0.25,0.05,ML,1
10,0.13,1000,0.25,0.05,ML,1
10,0.26,50,0.25,0.05,ML,0.8555
10,0.26,100,0.25,0.05,ML,0.985
10,0.26,150,0.25,0.05,ML,0.999
10,0.26,250,0.25,0.05,ML,1
10,0.26,500,0.25,0.05,ML,1
10,0.26,1000,0.25,0.05,ML,1
10,0.02,50,0.15,0.05,BayesYJ,0.0705
10,0.02,100,0.15,0.05,BayesYJ,0.12056028
10,0.02,150,0.15,0.05,BayesYJ,0.167
10,0.02,250,0.15,0.05,BayesYJ,0.254
10,0.02,500,0.15,0.05,BayesYJ,0.548823235
10,0.02,1000,0.15,0.05,BayesYJ,0.890726817
10,0.07,50,0.15,0.05,BayesYJ,0.146073037
10,0.07,100,0.15,0.05,BayesYJ,0.3655
10,0.07,150,0.15,0.05,BayesYJ,0.5715
10,0.07,250,0.15,0.05,BayesYJ,0.851
10,0.07,500,0.15,0.05,BayesYJ,0.99549324
10,0.07,1000,0.15,0.05,BayesYJ,1
10,0.13,50,0.15,0.05,BayesYJ,0.306153077
10,0.13,100,0.15,0.05,BayesYJ,0.6845
10,0.13,150,0.15,0.05,BayesYJ,0.905
10,0.13,250,0.15,0.05,BayesYJ,0.994
10,0.13,500,0.15,0.05,BayesYJ,1
10,0.13,1000,0.15,0.05,BayesYJ,1
10,0.26,50,0.15,0.05,BayesYJ,0.6845
10,0.26,100,0.15,0.05,BayesYJ,0.982
10,0.26,150,0.15,0.05,BayesYJ,0.9995
10,0.26,250,0.15,0.05,BayesYJ,1
10,0.26,500,0.15,0.05,BayesYJ,1
10,0.26,1000,0.15,0.05,BayesYJ,1
10,0.02,50,0.25,0.05,BayesYJ,0.072036018
10,0.02,100,0.25,0.05,BayesYJ,0.121
10,0.02,150,0.25,0.05,BayesYJ,0.168
10,0.02,250,0.25,0.05,BayesYJ,0.255
10,0.02,500,0.25,0.05,BayesYJ,0.549824737
10,0.02,1000,0.25,0.05,BayesYJ,0.89122807
10,0.07,50,0.25,0.05,BayesYJ,0.149574787
10,0.07,100,0.25,0.05,BayesYJ,0.366183092
10,0.07,150,0.25,0.05,BayesYJ,0.574
10,0.07,250,0.25,0.05,BayesYJ,0.852
10,0.07,500,0.25,0.05,BayesYJ,0.99549324
10,0.07,1000,0.25,0.05,BayesYJ,1
10,0.13,50,0.25,0.05,BayesYJ,0.307653827
10,0.13,100,0.25,0.05,BayesYJ,0.684842421
10,0.13,150,0.25,0.05,BayesYJ,0.905
10,0.13,250,0.25,0.05,BayesYJ,0.994
10,0.13,500,0.25,0.05,BayesYJ,1
10,0.13,1000,0.25,0.05,BayesYJ,1
10,0.26,50,0.25,0.05,BayesYJ,0.6875
10,0.26,100,0.25,0.05,BayesYJ,0.982
10,0.26,150,0.25,0.05,BayesYJ,0.9995
10,0.26,250,0.25,0.05,BayesYJ,1
10,0.26,500,0.25,0.05,BayesYJ,1
10,0.26,1000,0.25,0.05,BayesYJ,1
10,0.02,50,0.15,0.05,Bayes,0.084
10,0.02,100,0.15,0.05,Bayes,0.110999498
10,0.02,150,0.15,0.05,Bayes,0.143718593
10,0.02,250,0.15,0.05,Bayes,0.20302267
10,0.02,500,0.15,0.05,Bayes,0.437941473
10,0.02,1000,0.15,0.05,Bayes,0.783442706
10,0.07,50,0.15,0.05,Bayes,0.1425
10,0.07,100,0.15,0.05,Bayes,0.325966851
10,0.07,150,0.15,0.05,Bayes,0.468341709
10,0.07,250,0.15,0.05,Bayes,0.727455919
10,0.07,500,0.15,0.05,Bayes,0.975782038
10,0.07,1000,0.15,0.05,Bayes,1
10,0.13,50,0.15,0.05,Bayes,0.282
10,0.13,100,0.15,0.05,Bayes,0.573078855
10,0.13,150,0.15,0.05,Bayes,0.813065327
10,0.13,250,0.15,0.05,Bayes,0.9697733
10,0.13,500,0.15,0.05,Bayes,1
10,0.13,1000,0.15,0.05,Bayes,1
10,0.26,50,0.15,0.05,Bayes,0.6115
10,0.26,100,0.15,0.05,Bayes,0.950276243
10,0.26,150,0.15,0.05,Bayes,0.995979899
10,0.26,250,0.15,0.05,Bayes,1
10,0.26,500,0.15,0.05,Bayes,1
10,0.26,1000,0.15,0.05,Bayes,1
10,0.02,50,0.25,0.05,Bayes,0.0825
10,0.02,100,0.25,0.05,Bayes,0.116022099
10,0.02,150,0.25,0.05,Bayes,0.152261307
10,0.02,250,0.25,0.05,Bayes,0.216624685
10,0.02,500,0.25,0.05,Bayes,0.469223007
10,0.02,1000,0.25,0.05,Bayes,0.823321555
10,0.07,50,0.25,0.05,Bayes,0.15
10,0.07,100,0.25,0.05,Bayes,0.344550477
10,0.07,150,0.25,0.05,Bayes,0.510552764
10,0.07,250,0.25,0.05,Bayes,0.768261965
10,0.07,500,0.25,0.05,Bayes,0.984863774
10,0.07,1000,0.25,0.05,Bayes,1
10,0.13,50,0.25,0.05,Bayes,0.297
10,0.13,100,0.25,0.05,Bayes,0.606730286
10,0.13,150,0.25,0.05,Bayes,0.84321608
10,0.13,250,0.25,0.05,Bayes,0.98186398
10,0.13,500,0.25,0.05,Bayes,1
10,0.13,1000,0.25,0.05,Bayes,1
10,0.26,50,0.25,0.05,Bayes,0.6405
10,0.26,100,0.25,0.05,Bayes,0.962832747
10,0.26,150,0.25,0.05,Bayes,0.99798995
10,0.26,250,0.25,0.05,Bayes,1
10,0.26,500,0.25,0.05,Bayes,1
10,0.26,1000,0.25,0.05,Bayes,1
10,0.02,50,0.15,0.01,Theory,0.020221028
10,0.02,100,0.15,0.01,Theory,0.034934282
10,0.02,150,0.15,0.01,Theory,0.054535454
10,0.02,250,0.15,0.01,Theory,0.108781994
10,0.02,500,0.15,0.01,Theory,0.315046213
10,0.02,1000,0.15,0.01,Theory,0.748431481
10,0.07,50,0.15,0.01,Theory,0.070954105
10,0.07,100,0.15,0.01,Theory,0.196888667
10,0.07,150,0.15,0.01,Theory,0.366231813
10,0.07,250,0.15,0.01,Theory,0.694718242
10,0.07,500,0.15,0.01,Theory,0.984144063
10,0.07,1000,0.15,0.01,Theory,0.999997299
10,0.13,50,0.15,0.01,Theory,0.194626104
10,0.13,100,0.15,0.01,Theory,0.537098144
10,0.13,150,0.15,0.01,Theory,0.806274799
10,0.13,250,0.15,0.01,Theory,0.983286513
10,0.13,500,0.15,0.01,Theory,0.999996876
10,0.13,1000,0.15,0.01,Theory,1
10,0.26,50,0.15,0.01,Theory,0.64777617
10,0.26,100,0.15,0.01,Theory,0.97475156
10,0.26,150,0.15,0.01,Theory,0.999318708
10,0.26,250,0.15,0.01,Theory,0.999999909
10,0.26,500,0.15,0.01,Theory,1
10,0.26,1000,0.15,0.01,Theory,1
10,0.02,50,0.25,0.01,Theory,0.020221028
10,0.02,100,0.25,0.01,Theory,0.034934282
10,0.02,150,0.25,0.01,Theory,0.054535454
10,0.02,250,0.25,0.01,Theory,0.108781994
10,0.02,500,0.25,0.01,Theory,0.315046213
10,0.02,1000,0.25,0.01,Theory,0.748431481
10,0.07,50,0.25,0.01,Theory,0.070954105
10,0.07,100,0.25,0.01,Theory,0.196888667
10,0.07,150,0.25,0.01,Theory,0.366231813
10,0.07,250,0.25,0.01,Theory,0.694718242
10,0.07,500,0.25,0.01,Theory,0.984144063
10,0.07,1000,0.25,0.01,Theory,0.999997299
10,0.13,50,0.25,0.01,Theory,0.194626104
10,0.13,100,0.25,0.01,Theory,0.537098144
10,0.13,150,0.25,0.01,Theory,0.806274799
10,0.13,250,0.25,0.01,Theory,0.983286513
10,0.13,500,0.25,0.01,Theory,0.999996876
10,0.13,1000,0.25,0.01,Theory,1
10,0.26,50,0.25,0.01,Theory,0.64777617
10,0.26,100,0.25,0.01,Theory,0.97475156
10,0.26,150,0.25,0.01,Theory,0.999318708
10,0.26,250,0.25,0.01,Theory,0.999999909
10,0.26,500,0.25,0.01,Theory,1
10,0.26,1000,0.25,0.01,Theory,1
10,0.02,50,0.15,0.01,MLR,0.2455
10,0.02,100,0.15,0.01,MLR,0.112556278
10,0.02,150,0.15,0.01,MLR,0.1005
10,0.02,250,0.15,0.01,MLR,0.1125
10,0.02,500,0.15,0.01,MLR,0.248372559
10,0.02,1000,0.15,0.01,MLR,0.600501253
10,0.07,50,0.15,0.01,MLR,0.348674337
10,0.07,100,0.15,0.01,MLR,0.3145
10,0.07,150,0.15,0.01,MLR,0.3895
10,0.07,250,0.15,0.01,MLR,0.611
10,0.07,500,0.15,0.01,MLR,0.941912869
10,0.07,1000,0.15,0.01,MLR,1
10,0.13,50,0.15,0.01,MLR,0.516258129
10,0.13,100,0.15,0.01,MLR,0.5615
10,0.13,150,0.15,0.01,MLR,0.7495
10,0.13,250,0.15,0.01,MLR,0.928
10,0.13,500,0.15,0.01,MLR,0.999499249
10,0.13,1000,0.15,0.01,MLR,1
10,0.26,50,0.15,0.01,MLR,0.7685
10,0.26,100,0.15,0.01,MLR,0.927
10,0.26,150,0.15,0.01,MLR,0.984
10,0.26,250,0.15,0.01,MLR,1
10,0.26,500,0.15,0.01,MLR,1
10,0.26,1000,0.15,0.01,MLR,1
10,0.02,50,0.25,0.01,MLR,0.283641821
10,0.02,100,0.25,0.01,MLR,0.136
10,0.02,150,0.25,0.01,MLR,0.1225
10,0.02,250,0.25,0.01,MLR,0.132
10,0.02,500,0.25,0.01,MLR,0.281422133
10,0.02,1000,0.25,0.01,MLR,0.653132832
10,0.07,50,0.25,0.01,MLR,0.4012006
10,0.07,100,0.25,0.01,MLR,0.368684342
10,0.07,150,0.25,0.01,MLR,0.447
10,0.07,250,0.25,0.01,MLR,0.67
10,0.07,500,0.25,0.01,MLR,0.958938408
10,0.07,1000,0.25,0.01,MLR,1
10,0.13,50,0.25,0.01,MLR,0.580290145
10,0.13,100,0.25,0.01,MLR,0.623311656
10,0.13,150,0.25,0.01,MLR,0.8055
10,0.13,250,0.25,0.01,MLR,0.952
10,0.13,500,0.25,0.01,MLR,1
10,0.13,1000,0.25,0.01,MLR,1
10,0.26,50,0.25,0.01,MLR,0.827
10,0.26,100,0.25,0.01,MLR,0.961
10,0.26,150,0.25,0.01,MLR,0.993
10,0.26,250,0.25,0.01,MLR,1
10,0.26,500,0.25,0.01,MLR,1
10,0.26,1000,0.25,0.01,MLR,1
10,0.02,50,0.15,0.01,ML,0.1245
10,0.02,100,0.15,0.01,ML,0.08104052
10,0.02,150,0.15,0.01,ML,0.079
10,0.02,250,0.15,0.01,ML,0.096
10,0.02,500,0.15,0.01,ML,0.230846269
10,0.02,1000,0.15,0.01,ML,0.595989975
10,0.07,50,0.15,0.01,ML,0.220610305
10,0.07,100,0.15,0.01,ML,0.2535
10,0.07,150,0.15,0.01,ML,0.346
10,0.07,250,0.15,0.01,ML,0.5855
10,0.07,500,0.15,0.01,ML,0.938407611
10,0.07,1000,0.15,0.01,ML,1
10,0.13,50,0.15,0.01,ML,0.365182591
10,0.13,100,0.15,0.01,ML,0.4995
10,0.13,150,0.15,0.01,ML,0.7195
10,0.13,250,0.15,0.01,ML,0.932
10,0.13,500,0.15,0.01,ML,0.998998498
10,0.13,1000,0.15,0.01,ML,1
10,0.26,50,0.15,0.01,ML,0.704
10,0.26,100,0.15,0.01,ML,0.931
10,0.26,150,0.15,0.01,ML,0.9895
10,0.26,250,0.15,0.01,ML,1
10,0.26,500,0.15,0.01,ML,1
10,0.26,1000,0.15,0.01,ML,1
10,0.02,50,0.25,0.01,ML,0.127563782
