numX,Rsq,N,Alpha,Type,Power
5,0.13,500,0.05,ML,1
5,0.13,1000,0.05,ML,1
5,0.26,50,0.05,ML,0.9245
5,0.26,100,0.05,ML,0.9975
5,0.26,150,0.05,ML,1
5,0.26,250,0.05,ML,1
5,0.26,500,0.05,ML,1
5,0.26,1000,0.05,ML,1
5,0.02,50,0.01,ML,0.0525
5,0.02,100,0.01,ML,0.0795
5,0.02,150,0.01,ML,0.1055
5,0.02,250,0.01,ML,0.1915
5,0.02,500,0.01,ML,0.46
5,0.02,1000,0.01,ML,0.8795
5,0.07,50,0.01,ML,0.205
5,0.07,100,0.01,ML,0.3435
5,0.07,150,0.01,ML,0.5515
5,0.07,250,0.01,ML,0.828
5,0.07,500,0.01,ML,0.996
5,0.07,1000,0.01,ML,1
5,0.13,50,0.01,ML,0.4225
5,0.13,100,0.01,ML,0.723
5,0.13,150,0.01,ML,0.9065
5,0.13,250,0.01,ML,0.996
5,0.13,500,0.01,ML,1
5,0.13,1000,0.01,ML,1
5,0.26,50,0.01,ML,0.837
5,0.26,100,0.01,ML,0.9865
5,0.26,150,0.01,ML,1
5,0.26,250,0.01,ML,1
5,0.26,500,0.01,ML,1
5,0.26,1000,0.01,ML,1
5,0.02,50,0.1,MLR,0.3715
5,0.02,100,0.1,MLR,0.3695
5,0.02,150,0.1,MLR,0.418
5,0.02,250,0.1,MLR,0.5355
5,0.02,500,0.1,MLR,0.7995
5,0.02,1000,0.1,MLR,0.9835
5,0.07,50,0.1,MLR,0.603
5,0.07,100,0.1,MLR,0.7205
5,0.07,150,0.1,MLR,0.846
5,0.07,250,0.1,MLR,0.969
5,0.07,500,0.1,MLR,1
5,0.07,1000,0.1,MLR,1
5,0.13,50,0.1,MLR,0.8035
5,0.13,100,0.1,MLR,0.943
5,0.13,150,0.1,MLR,0.986
5,0.13,250,0.1,MLR,0.9995
5,0.13,500,0.1,MLR,1
5,0.13,1000,0.1,MLR,1
5,0.26,50,0.1,MLR,0.972
5,0.26,100,0.1,MLR,1
5,0.26,150,0.1,MLR,1
5,0.26,250,0.1,MLR,1
5,0.26,500,0.1,MLR,1
5,0.26,1000,0.1,MLR,1
5,0.02,50,0.05,MLR,0.279
5,0.02,100,0.05,MLR,0.276
5,0.02,150,0.05,MLR,0.305
5,0.02,250,0.05,MLR,0.426
5,0.02,500,0.05,MLR,0.705
5,0.02,1000,0.05,MLR,0.964
5,0.07,50,0.05,MLR,0.5145
5,0.07,100,0.05,MLR,0.6245
5,0.07,150,0.05,MLR,0.7685
5,0.07,250,0.05,MLR,0.945
5,0.07,500,0.05,MLR,1
5,0.07,1000,0.05,MLR,1
5,0.13,50,0.05,MLR,0.7235
5,0.13,100,0.05,MLR,0.8935
5,0.13,150,0.05,MLR,0.9745
5,0.13,250,0.05,MLR,0.999
5,0.13,500,0.05,MLR,1
5,0.13,1000,0.05,MLR,1
5,0.26,50,0.05,MLR,0.9515
5,0.26,100,0.05,MLR,0.998
5,0.26,150,0.05,MLR,1
5,0.26,250,0.05,MLR,1
5,0.26,500,0.05,MLR,1
5,0.26,1000,0.05,MLR,1
5,0.02,50,0.01,MLR,0.15
5,0.02,100,0.01,MLR,0.1265
5,0.02,150,0.01,MLR,0.144
5,0.02,250,0.01,MLR,0.224
5,0.02,500,0.01,MLR,0.483
5,0.02,1000,0.01,MLR,0.8815
5,0.07,50,0.01,MLR,0.342
5,0.07,100,0.01,MLR,0.4205
5,0.07,150,0.01,MLR,0.608
5,0.07,250,0.01,MLR,0.8355
5,0.07,500,0.01,MLR,0.994
5,0.07,1000,0.01,MLR,1
5,0.13,50,0.01,MLR,0.542
5,0.13,100,0.01,MLR,0.78
5,0.13,150,0.01,MLR,0.921
5,0.13,250,0.01,MLR,0.9955
5,0.13,500,0.01,MLR,1
5,0.13,1000,0.01,MLR,1
5,0.26,50,0.01,MLR,0.8845
5,0.26,100,0.01,MLR,0.9885
5,0.26,150,0.01,MLR,1
5,0.26,250,0.01,MLR,1
5,0.26,500,0.01,MLR,1
5,0.26,1000,0.01,MLR,1
5,0.02,50,0.1,Bayes,0.1385
5,0.02,100,0.1,Bayes,0.2375
5,0.02,150,0.1,Bayes,0.326
5,0.02,250,0.1,Bayes,0.4945
5,0.02,500,0.1,Bayes,0.78
5,0.02,1000,0.1,Bayes,0.9815
5,0.07,50,0.1,Bayes,0.3565
5,0.07,100,0.1,Bayes,0.607
5,0.07,150,0.1,Bayes,0.798
5,0.07,250,0.1,Bayes,0.961
5,0.07,500,0.1,Bayes,1
5,0.07,1000,0.1,Bayes,1
5,0.13,50,0.1,Bayes,0.589
5,0.13,100,0.1,Bayes,0.9085
5,0.13,150,0.1,Bayes,0.981
5,0.13,250,0.1,Bayes,1
5,0.13,500,0.1,Bayes,1
5,0.13,1000,0.1,Bayes,1
5,0.26,50,0.1,Bayes,0.917
5,0.26,100,0.1,Bayes,0.999
5,0.26,150,0.1,Bayes,1
5,0.26,250,0.1,Bayes,1
5,0.26,500,0.1,Bayes,1
5,0.26,1000,0.1,Bayes,1
5,0.02,50,0.05,Bayes,0.0775
5,0.02,100,0.05,Bayes,0.1535
5,0.02,150,0.05,Bayes,0.2175
5,0.02,250,0.05,Bayes,0.367
5,0.02,500,0.05,Bayes,0.69
5,0.02,1000,0.05,Bayes,0.9605
5,0.07,50,0.05,Bayes,0.2545
5,0.07,100,0.05,Bayes,0.495
5,0.07,150,0.05,Bayes,0.707
5,0.07,250,0.05,Bayes,0.929
5,0.07,500,0.05,Bayes,0.9995
5,0.07,1000,0.05,Bayes,1
5,0.13,50,0.05,Bayes,0.4765
5,0.13,100,0.05,Bayes,0.8435
5,0.13,150,0.05,Bayes,0.964
5,0.13,250,0.05,Bayes,0.998
5,0.13,500,0.05,Bayes,1
5,0.13,1000,0.05,Bayes,1
5,0.26,50,0.05,Bayes,0.86
5,0.26,100,0.05,Bayes,0.9945
5,0.26,150,0.05,Bayes,1
5,0.26,250,0.05,Bayes,1
5,0.26,500,0.05,Bayes,1
5,0.26,1000,0.05,Bayes,1
5,0.02,50,0.01,Bayes,0.026
5,0.02,100,0.01,Bayes,0.05
5,0.02,150,0.01,Bayes,0.0835
5,0.02,250,0.01,Bayes,0.1715
5,0.02,500,0.01,Bayes,0.4445
5,0.02,1000,0.01,Bayes,0.8745
5,0.07,50,0.01,Bayes,0.103
5,0.07,100,0.01,Bayes,0.272
5,0.07,150,0.01,Bayes,0.5045
5,0.07,250,0.01,Bayes,0.8035
5,0.07,500,0.01,Bayes,0.9955
5,0.07,1000,0.01,Bayes,1
5,0.13,50,0.01,Bayes,0.2795
5,0.13,100,0.01,Bayes,0.6415
5,0.13,150,0.01,Bayes,0.8815
5,0.13,250,0.01,Bayes,0.9945
5,0.13,500,0.01,Bayes,1
5,0.13,1000,0.01,Bayes,1
5,0.26,50,0.01,Bayes,0.704
5,0.26,100,0.01,Bayes,0.98
5,0.26,150,0.01,Bayes,1
5,0.26,250,0.01,Bayes,1
5,0.26,500,0.01,Bayes,1
5,0.26,1000,0.01,Bayes,1
10,0.02,50,0.1,Theory,0.150518518
10,0.02,100,0.1,Theory,0.20711312
10,0.02,150,0.1,Theory,0.267840086
10,0.02,250,0.1,Theory,0.394288404
10,0.02,500,0.1,Theory,0.676571496
10,0.02,1000,0.1,Theory,0.943604252
10,0.07,50,0.1,Theory,0.311040856
10,0.07,100,0.1,Theory,0.53899497
10,0.07,150,0.1,Theory,0.723844681
10,0.07,250,0.1,Theory,0.923367678
10,0.07,500,0.1,Theory,0.998840068
10,0.07,1000,0.1,Theory,0.999999972
10,0.13,50,0.1,Theory,0.53585032
10,0.13,100,0.1,Theory,0.846040941
10,0.13,150,0.1,Theory,0.962255931
10,0.13,250,0.1,Theory,0.998756828
10,0.13,500,0.1,Theory,0.999999966
10,0.13,1000,0.1,Theory,1
10,0.26,50,0.1,Theory,0.903267404
10,0.26,100,0.1,Theory,0.997851783
10,0.26,150,0.1,Theory,0.999978558
10,0.26,250,0.1,Theory,0.999999999
10,0.26,500,0.1,Theory,1
10,0.26,1000,0.1,Theory,1
10,0.02,50,0.05,Theory,0.082706521
10,0.02,100,0.05,Theory,0.122493364
10,0.02,150,0.05,Theory,0.168367299
10,0.02,250,0.05,Theory,0.273347681
10,0.02,500,0.05,Theory,0.552888877
10,0.02,1000,0.05,Theory,0.897855151
10,0.07,50,0.05,Theory,0.20283921
10,0.07,100,0.05,Theory,0.40851401
10,0.07,150,0.05,Theory,0.6066018
10,0.07,250,0.05,Theory,0.866665614
10,0.07,500,0.05,Theory,0.996894515
10,0.07,1000,0.05,Theory,0.999999852
10,0.13,50,0.05,Theory,0.405402625
10,0.13,100,0.05,Theory,0.757849467
10,0.13,150,0.05,Theory,0.928164564
10,0.13,250,0.05,Theory,0.996690743
10,0.13,500,0.05,Theory,0.999999826
10,0.13,1000,0.05,Theory,1
10,0.26,50,0.05,Theory,0.837005469
10,0.26,100,0.05,Theory,0.994541495
10,0.26,150,0.05,Theory,0.999923225
10,0.26,250,0.05,Theory,0.999999997
10,0.26,500,0.05,Theory,1
10,0.26,1000,0.05,Theory,1
10,0.02,50,0.01,Theory,0.020221028
10,0.02,100,0.01,Theory,0.034934282
10,0.02,150,0.01,Theory,0.054535454
10,0.02,250,0.01,Theory,0.108781994
10,0.02,500,0.01,Theory,0.315046213
10,0.02,1000,0.01,Theory,0.748431481
10,0.07,50,0.01,Theory,0.070954105
10,0.07,100,0.01,Theory,0.196888667
10,0.07,150,0.01,Theory,0.366231813
10,0.07,250,0.01,Theory,0.694718242
10,0.07,500,0.01,Theory,0.984144063
10,0.07,1000,0.01,Theory,0.999997299
10,0.13,50,0.01,Theory,0.194626104
10,0.13,100,0.01,Theory,0.537098144
10,0.13,150,0.01,Theory,0.806274799
10,0.13,250,0.01,Theory,0.983286513
10,0.13,500,0.01,Theory,0.999996876
10,0.13,1000,0.01,Theory,1
10,0.26,50,0.01,Theory,0.64777617
10,0.26,100,0.01,Theory,0.97475156
10,0.26,150,0.01,Theory,0.999318708
10,0.26,250,0.01,Theory,0.999999909
10,0.26,500,0.01,Theory,1
10,0.26,1000,0.01,Theory,1
10,0.02,50,0.1,ML,0.361
10,0.02,100,0.1,ML,0.315157579
10,0.02,150,0.1,ML,0.337
10,0.02,250,0.1,ML,0.4295
10,0.02,500,0.1,ML,0.6885
10,0.02,1000,0.1,ML,0.943
10,0.07,50,0.1,ML,0.528
10,0.07,100,0.1,ML,0.646
10,0.07,150,0.1,ML,0.782
10,0.07,250,0.1,ML,0.9325
10,0.07,500,0.1,ML,0.999
10,0.07,1000,0.1,ML,1
10,0.13,50,0.1,ML,0.7245
10,0.13,100,0.1,ML,0.87
10,0.13,150,0.1,ML,0.9705
10,0.13,250,0.1,ML,0.997
10,0.13,500,0.1,ML,1
10,0.13,1000,0.1,ML,1
10,0.26,50,0.1,ML,0.9425
10,0.26,100,0.1,ML,0.9985
10,0.26,150,0.1,ML,1
10,0.26,250,0.1,ML,1
10,0.26,500,0.1,ML,1
10,0.26,1000,0.1,ML,1
10,0.02,50,0.05,ML,0.269
10,0.02,100,0.05,ML,0.223611806
10,0.02,150,0.05,ML,0.2275
10,0.02,250,0.05,ML,0.3095
10,0.02,500,0.05,ML,0.5755
10,0.02,1000,0.05,ML,0.8985
10,0.07,50,0.05,ML,0.4185
10,0.07,100,0.05,ML,0.5235
10,0.07,150,0.05,ML,0.691
10,0.07,250,0.05,ML,0.885
10,0.07,500,0.05,ML,0.997
10,0.07,1000,0.05,ML,1
10,0.13,50,0.05,ML,0.634
10,0.13,100,0.05,ML,0.81
10,0.13,150,0.05,ML,0.943
10,0.13,250,0.05,ML,0.9955
10,0.13,500,0.05,ML,1
10,0.13,1000,0.05,ML,1
10,0.26,50,0.05,ML,0.903
10,0.26,100,0.05,ML,0.9925
10,0.26,150,0.05,ML,0.9995
10,0.26,250,0.05,ML,1
10,0.26,500,0.05,ML,1
10,0.26,1000,0.05,ML,1
10,0.02,50,0.01,ML,0.127
10,0.02,100,0.01,ML,0.089044522
10,0.02,150,0.01,ML,0.094
10,0.02,250,0.01,ML,0.1285
10,0.02,500,0.01,ML,0.3345
10,0.02,1000,0.01,ML,0.75
10,0.07,50,0.01,ML,0.24
10,0.07,100,0.01,ML,0.317
10,0.07,150,0.01,ML,0.4635
10,0.07,250,0.01,ML,0.737
10,0.07,500,0.01,ML,0.985
10,0.07,1000,0.01,ML,1
10,0.13,50,0.01,ML,0.437
10,0.13,100,0.01,ML,0.6355
10,0.13,150,0.01,ML,0.8425
10,0.13,250,0.01,ML,0.9825
10,0.13,500,0.01,ML,1
10,0.13,1000,0.01,ML,1
10,0.26,50,0.01,ML,0.7885
10,0.26,100,0.01,ML,0.9755
10,0.26,150,0.01,ML,0.999
10,0.26,250,0.01,ML,1
10,0.26,500,0.01,ML,1
10,0.26,1000,0.01,ML,1
10,0.02,50,0.1,MLR,0.627
10,0.02,100,0.1,MLR,0.467733867
10,0.02,150,0.1,MLR,0.4445
10,0.02,250,0.1,MLR,0.511
10,0.02,500,0.1,MLR,0.7205
10,0.02,1000,0.1,MLR,0.9435
10,0.07,50,0.1,MLR,0.756
10,0.07,100,0.1,MLR,0.755
10,0.07,150,0.1,MLR,0.8415
10,0.07,250,0.1,MLR,0.953
10,0.07,500,0.1,MLR,0.9995
10,0.07,1000,0.1,MLR,1
10,0.13,50,0.1,MLR,0.879
10,0.13,100,0.1,MLR,0.9265
10,0.13,150,0.1,MLR,0.975
10,0.13,250,0.1,MLR,0.998
10,0.13,500,0.1,MLR,1
10,0.13,1000,0.1,MLR,1
10,0.26,50,0.1,MLR,0.98
10,0.26,100,0.1,MLR,0.998
10,0.26,150,0.1,MLR,1
10,0.26,250,0.1,MLR,1
10,0.26,500,0.1,MLR,1
10,0.26,1000,0.1,MLR,1
10,0.02,50,0.05,MLR,0.533
10,0.02,100,0.05,MLR,0.366183092
10,0.02,150,0.05,MLR,0.335
10,0.02,250,0.05,MLR,0.3935
10,0.02,500,0.05,MLR,0.6115
10,0.02,1000,0.05,MLR,0.907
10,0.07,50,0.05,MLR,0.6865
10,0.07,100,0.05,MLR,0.6655
10,0.07,150,0.05,MLR,0.776
10,0.07,250,0.05,MLR,0.907
10,0.07,500,0.05,MLR,0.9955
10,0.07,1000,0.05,MLR,1
10,0.13,50,0.05,MLR,0.8265
10,0.13,100,0.05,MLR,0.888
10,0.13,150,0.05,MLR,0.959
10,0.13,250,0.05,MLR,0.9955
10,0.13,500,0.05,MLR,1
10,0.13,1000,0.05,MLR,1
10,0.26,50,0.05,MLR,0.963
10,0.26,100,0.05,MLR,0.9945
10,0.26,150,0.05,MLR,1
10,0.26,250,0.05,MLR,1
10,0.26,500,0.05,MLR,1
10,0.26,1000,0.05,MLR,1
10,0.02,50,0.01,MLR,0.3885
10,0.02,100,0.01,MLR,0.21310655
10,0.02,150,0.01,MLR,0.179
10,0.02,250,0.01,MLR,0.1995
10,0.02,500,0.01,MLR,0.385
10,0.02,1000,0.01,MLR,0.767
10,0.07,50,0.01,MLR,0.531
10,0.07,100,0.01,MLR,0.4905
10,0.07,150,0.01,MLR,0.5715
10,0.07,250,0.01,MLR,0.783
10,0.07,500,0.01,MLR,0.986
10,0.07,1000,0.01,MLR,1
10,0.13,50,0.01,MLR,0.713
10,0.13,100,0.01,MLR,0.762
10,0.13,150,0.01,MLR,0.8965
10,0.13,250,0.01,MLR,0.9865
10,0.13,500,0.01,MLR,1
10,0.13,1000,0.01,MLR,1
10,0.26,50,0.01,MLR,0.9225
10,0.26,100,0.01,MLR,0.9845
10,0.26,150,0.01,MLR,1
10,0.26,250,0.01,MLR,1
10,0.26,500,0.01,MLR,1
10,0.26,1000,0.01,MLR,1
10,0.02,50,0.1,Bayes,0.1365
10,0.02,100,0.1,Bayes,0.205602801
10,0.02,150,0.1,Bayes,0.252
10,0.02,250,0.1,Bayes,0.384
10,0.02,500,0.1,Bayes,0.6695
10,0.02,1000,0.1,Bayes,0.9395
10,0.07,50,0.1,Bayes,0.25
10,0.07,100,0.1,Bayes,0.5005
10,0.07,150,0.1,Bayes,0.716
10,0.07,250,0.1,Bayes,0.9135
10,0.07,500,0.1,Bayes,0.9985
10,0.07,1000,0.1,Bayes,1
10,0.13,50,0.1,Bayes,0.4535
10,0.13,100,0.1,Bayes,0.787
10,0.13,150,0.1,Bayes,0.948
10,0.13,250,0.1,Bayes,0.996
10,0.13,500,0.1,Bayes,1
10,0.13,1000,0.1,Bayes,1
10,0.26,50,0.1,Bayes,0.798
10,0.26,100,0.1,Bayes,0.992
10,0.26,150,0.1,Bayes,0.9995
10,0.26,250,0.1,Bayes,1
10,0.26,500,0.1,Bayes,1
10,0.26,1000,0.1,Bayes,1
10,0.02,50,0.05,Bayes,0.0845
10,0.02,100,0.05,Bayes,0.126063032
10,0.02,150,0.05,Bayes,0.1685
10,0.02,250,0.05,Bayes,0.257
10,0.02,500,0.05,Bayes,0.5505
10,0.02,1000,0.05,Bayes,0.892
10,0.07,50,0.05,Bayes,0.169
10,0.07,100,0.05,Bayes,0.3755
10,0.07,150,0.05,Bayes,0.578
10,0.07,250,0.05,Bayes,0.8535
10,0.07,500,0.05,Bayes,0.995
10,0.07,1000,0.05,Bayes,1
10,0.13,50,0.05,Bayes,0.3365
10,0.13,100,0.05,Bayes,0.6925
10,0.13,150,0.05,Bayes,0.9055
10,0.13,250,0.05,Bayes,0.994
10,0.13,500,0.05,Bayes,1
10,0.13,1000,0.05,Bayes,1
10,0.26,50,0.05,Bayes,0.73
10,0.26,100,0.05,Bayes,0.9825
10,0.26,150,0.05,Bayes,0.9995
10,0.26,250,0.05,Bayes,1
10,0.26,500,0.05,Bayes,1
10,0.26,1000,0.05,Bayes,1
10,0.02,50,0.01,Bayes,0.026
10,0.02,100,0.01,Bayes,0.03801901
10,0.02,150,0.01,Bayes,0.0575
10,0.02,250,0.01,Bayes,0.1005
10,0.02,500,0.01,Bayes,0.3095
10,0.02,1000,0.01,Bayes,0.7375
10,0.07,50,0.01,Bayes,0.069
10,0.07,100,0.01,Bayes,0.1875
10,0.07,150,0.01,Bayes,0.352
10,0.07,250,0.01,Bayes,0.679
10,0.07,500,0.01,Bayes,0.982
10,0.07,1000,0.01,Bayes,1
10,0.13,50,0.01,Bayes,0.1805
10,0.13,100,0.01,Bayes,0.4745
10,0.13,150,0.01,Bayes,0.761
10,0.13,250,0.01,Bayes,0.978
10,0.13,500,0.01,Bayes,1
10,0.13,1000,0.01,Bayes,1
10,0.26,50,0.01,Bayes,0.5205
10,0.26,100,0.01,Bayes,0.9435
10,0.26,150,0.01,Bayes,0.9975
10,0.26,250,0.01,Bayes,1
10,0.26,500,0.01,Bayes,1
10,0.26,1000,0.01,Bayes,1
1,0.02,50,0.1,BayesYJ,0.2515
1,0.02,100,0.1,BayesYJ,0.4025
1,0.02,150,0.1,BayesYJ,0.5205
1,0.02,250,0.1,BayesYJ,0.7285
1,0.02,500,0.1,BayesYJ,0.93
1,0.02,1000,0.1,BayesYJ,0.997
1,0.07,50,0.1,BayesYJ,0.576
1,0.07,100,0.1,BayesYJ,0.853
1,0.07,150,0.1,BayesYJ,0.946
1,0.07,250,0.1,BayesYJ,0.9965
1,0.07,500,0.1,BayesYJ,1
1,0.07,1000,0.1,BayesYJ,1
1,0.13,50,0.1,BayesYJ,0.816
1,0.13,100,0.1,BayesYJ,0.981
1,0.13,150,0.1,BayesYJ,0.9995
1,0.13,250,0.1,BayesYJ,1
1,0.13,500,0.1,BayesYJ,1
1,0.13,1000,0.1,BayesYJ,1
1,0.26,50,0.1,BayesYJ,0.9865
1,0.26,100,0.1,BayesYJ,1
1,0.26,150,0.1,BayesYJ,1
1,0.26,250,0.1,BayesYJ,1
1,0.26,500,0.1,BayesYJ,1
1,0.26,1000,0.1,BayesYJ,1
1,0.02,50,0.05,BayesYJ,0.166
1,0.02,100,0.05,BayesYJ,0.29
1,0.02,150,0.05,BayesYJ,0.395
1,0.02,250,0.05,BayesYJ,0.615
1,0.02,500,0.05,BayesYJ,0.8845
1,0.02,1000,0.05,BayesYJ,0.9945
1,0.07,50,0.05,BayesYJ,0.4515
1,0.07,100,0.05,BayesYJ,0.7645
1,0.07,150,0.05,BayesYJ,0.9065
1,0.07,250,0.05,BayesYJ,0.9895
1,0.07,500,0.05,BayesYJ,1
1,0.07,1000,0.05,BayesYJ,1
1,0.13,50,0.05,BayesYJ,0.729
1,0.13,100,0.05,BayesYJ,0.961
1,0.13,150,0.05,BayesYJ,0.997
1,0.13,250,0.05,BayesYJ,1
1,0.13,500,0.05,BayesYJ,1
1,0.13,1000,0.05,BayesYJ,1
1,0.26,50,0.05,BayesYJ,0.9715
1,0.26,100,0.05,BayesYJ,1
1,0.26,150,0.05,BayesYJ,1
1,0.26,250,0.05,BayesYJ,1
1,0.26,500,0.05,BayesYJ,1
1,0.26,1000,0.05,BayesYJ,1
1,0.02,50,0.01,BayesYJ,0.052
1,0.02,100,0.01,BayesYJ,0.128
1,0.02,150,0.01,BayesYJ,0.199
1,0.02,250,0.01,BayesYJ,0.38
1,0.02,500,0.01,BayesYJ,0.7305
1,0.02,1000,0.01,BayesYJ,0.974
1,0.07,50,0.01,BayesYJ,0.2355
1,0.07,100,0.01,BayesYJ,0.5385
1,0.07,150,0.01,BayesYJ,0.7705
1,0.07,250,0.01,BayesYJ,0.9595
1,0.07,500,0.01,BayesYJ,1
1,0.07,1000,0.01,BayesYJ,1
1,0.13,50,0.01,BayesYJ,0.485
1,0.13,100,0.01,BayesYJ,0.88
1,0.13,150,0.01,BayesYJ,0.9785
1,0.13,250,0.01,BayesYJ,0.9995
1,0.13,500,0.01,BayesYJ,1
1,0.13,1000,0.01,BayesYJ,1
1,0.26,50,0.01,BayesYJ,0.9095
1,0.26,100,0.01,BayesYJ,0.9985
1,0.26,150,0.01,BayesYJ,1
1,0.26,250,0.01,BayesYJ,1
1,0.26,500,0.01,BayesYJ,1
1,0.26,1000,0.01,BayesYJ,1
2,0.02,50,0.1,BayesYJ,0.1845
2,0.02,100,0.1,BayesYJ,0.3285
2,0.02,150,0.1,BayesYJ,0.4315
2,0.02,250,0.1,BayesYJ,0.638
2,0.02,500,0.1,BayesYJ,0.8975
2,0.02,1000,0.1,BayesYJ,0.993
2,0.07,50,0.1,BayesYJ,0.482
2,0.07,100,0.1,BayesYJ,0.749
2,0.07,150,0.1,BayesYJ,0.913456728
2,0.07,250,0.1,BayesYJ,0.9855
2,0.07,500,0.1,BayesYJ,1
2,0.07,1000,0.1,BayesYJ,1
2,0.13,50,0.1,BayesYJ,0.7415
2,0.13,100,0.1,BayesYJ,0.9655
2,0.13,150,0.1,BayesYJ,0.9935
2,0.13,250,0.1,BayesYJ,1
2,0.13,500,0.1,BayesYJ,1
2,0.13,1000,0.1,BayesYJ,1
2,0.26,50,0.1,BayesYJ,0.9645
2,0.26,100,0.1,BayesYJ,0.9995
2,0.26,150,0.1,BayesYJ,1
2,0.26,250,0.1,BayesYJ,1
2,0.26,500,0.1,BayesYJ,1
2,0.26,1000,0.1,BayesYJ,1
2,0.02,50,0.05,BayesYJ,0.1065
2,0.02,100,0.05,BayesYJ,0.2165
2,0.02,150,0.05,BayesYJ,0.3025
2,0.02,250,0.05,BayesYJ,0.5125
2,0.02,500,0.05,BayesYJ,0.83
2,0.02,1000,0.05,BayesYJ,0.986
2,0.07,50,0.05,BayesYJ,0.3675
2,0.07,100,0.05,BayesYJ,0.634
2,0.07,150,0.05,BayesYJ,0.850925463
2,0.07,250,0.05,BayesYJ,0.971
2,0.07,500,0.05,BayesYJ,1
2,0.07,1000,0.05,BayesYJ,1
2,0.13,50,0.05,BayesYJ,0.6275
2,0.13,100,0.05,BayesYJ,0.928
2,0.13,150,0.05,BayesYJ,0.9895
2,0.13,250,0.05,BayesYJ,1
2,0.13,500,0.05,BayesYJ,1
2,0.13,1000,0.05,BayesYJ,1
2,0.26,50,0.05,BayesYJ,0.939
2,0.26,100,0.05,BayesYJ,0.9985
2,0.26,150,0.05,BayesYJ,1
2,0.26,250,0.05,BayesYJ,1
2,0.26,500,0.05,BayesYJ,1
2,0.26,1000,0.05,BayesYJ,1
2,0.02,50,0.01,BayesYJ,0.0355
2,0.02,100,0.01,BayesYJ,0.0755
2,0.02,150,0.01,BayesYJ,0.14
2,0.02,250,0.01,BayesYJ,0.272
2,0.02,500,0.01,BayesYJ,0.6215
2,0.02,1000,0.01,BayesYJ,0.951
2,0.07,50,0.01,BayesYJ,0.1715
2,0.07,100,0.01,BayesYJ,0.397
2,0.07,150,0.01,BayesYJ,0.67833917
2,0.07,250,0.01,BayesYJ,0.903
2,0.07,500,0.01,BayesYJ,1
2,0.07,1000,0.01,BayesYJ,1
2,0.13,50,0.01,BayesYJ,0.4055
2,0.13,100,0.01,BayesYJ,0.8025
2,0.13,150,0.01,BayesYJ,0.959
2,0.13,250,0.01,BayesYJ,0.9985
2,0.13,500,0.01,BayesYJ,1
2,0.13,1000,0.01,BayesYJ,1
2,0.26,50,0.01,BayesYJ,0.8335
2,0.26,100,0.01,BayesYJ,0.996
2,0.26,150,0.01,BayesYJ,1
2,0.26,250,0.01,BayesYJ,1
2,0.26,500,0.01,BayesYJ,1
2,0.26,1000,0.01,BayesYJ,1
5,0.02,50,0.1,BayesYJ,0.134
5,0.02,100,0.1,BayesYJ,0.242
5,0.02,150,0.1,BayesYJ,0.3225
5,0.02,250,0.1,BayesYJ,0.493
5,0.02,500,0.1,BayesYJ,0.7815
5,0.02,1000,0.1,BayesYJ,0.980990495
5,0.07,50,0.1,BayesYJ,0.348
5,0.07,100,0.1,BayesYJ,0.6065
5,0.07,150,0.1,BayesYJ,0.7965
5,0.07,250,0.1,BayesYJ,0.962
5,0.07,500,0.1,BayesYJ,1
5,0.07,1000,0.1,BayesYJ,1
5,0.13,50,0.1,BayesYJ,0.5835
5,0.13,100,0.1,BayesYJ,0.9055
5,0.13,150,0.1,BayesYJ,0.9805
5,0.13,250,0.1,BayesYJ,1
5,0.13,500,0.1,BayesYJ,1
5,0.13,1000,0.1,BayesYJ,1
5,0.26,50,0.1,BayesYJ,0.9145
5,0.26,100,0.1,BayesYJ,0.9985
5,0.26,150,0.1,BayesYJ,1
5,0.26,250,0.1,BayesYJ,1
5,0.26,500,0.1,BayesYJ,1
5,0.26,1000,0.1,BayesYJ,1
5,0.02,50,0.05,BayesYJ,0.074
5,0.02,100,0.05,BayesYJ,0.154
5,0.02,150,0.05,BayesYJ,0.2185
5,0.02,250,0.05,BayesYJ,0.3725
5,0.02,500,0.05,BayesYJ,0.69
5,0.02,1000,0.05,BayesYJ,0.95847924
5,0.07,50,0.05,BayesYJ,0.248
5,0.07,100,0.05,BayesYJ,0.495
5,0.07,150,0.05,BayesYJ,0.709
5,0.07,250,0.05,BayesYJ,0.927
5,0.07,500,0.05,BayesYJ,0.9995
5,0.07,1000,0.05,BayesYJ,1
5,0.13,50,0.05,BayesYJ,0.4675
5,0.13,100,0.05,BayesYJ,0.842
5,0.13,150,0.05,BayesYJ,0.9615
5,0.13,250,0.05,BayesYJ,0.9985
5,0.13,500,0.05,BayesYJ,1
5,0.13,1000,0.05,BayesYJ,1
5,0.26,50,0.05,BayesYJ,0.859
5,0.26,100,0.05,BayesYJ,0.996
5,0.26,150,0.05,BayesYJ,1
5,0.26,250,0.05,BayesYJ,1
5,0.26,500,0.05,BayesYJ,1
5,0.26,1000,0.05,BayesYJ,1
5,0.02,50,0.01,BayesYJ,0.0245
5,0.02,100,0.01,BayesYJ,0.0505
5,0.02,150,0.01,BayesYJ,0.0825
5,0.02,250,0.01,BayesYJ,0.172
5,0.02,500,0.01,BayesYJ,0.447
5,0.02,1000,0.01,BayesYJ,0.873436718
5,0.07,50,0.01,BayesYJ,0.0995
